model,speaker_id,dialect,text,construct,order_label,choice_dia,choice_a,confidence
qwen2.5,JNN_013,JNN,面条在锅里煮着,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,JNN_013,JNN,面条在锅里煮着,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,JNN_013,JNN,面条在锅里煮着,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,JNN_019,JNN,儿童需要悉心抚养,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,JNN_019,JNN,儿童需要悉心抚养,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,JNN_019,JNN,儿童需要悉心抚养,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,JNN_019,JNN,儿童需要悉心抚养,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,JNN_019,JNN,儿童需要悉心抚养,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,JNN_019,JNN,儿童需要悉心抚养,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,JNN_019,JNN,农民在山坡上种了树,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,JNN_019,JNN,农民在山坡上种了树,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,JNN_019,JNN,农民在山坡上种了树,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,JNN_019,JNN,农民在山坡上种了树,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,JNN_019,JNN,农民在山坡上种了树,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,JNN_019,JNN,农民在山坡上种了树,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,JNN_019,JNN,动物会随季节变化换毛,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,JNN_019,JNN,动物会随季节变化换毛,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,JNN_019,JNN,动物会随季节变化换毛,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,JNN_019,JNN,动物会随季节变化换毛,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,JNN_019,JNN,动物会随季节变化换毛,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,JNN_019,JNN,动物会随季节变化换毛,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,JNN_019,JNN,有一只鹰在天上飞,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,JNN_019,JNN,有一只鹰在天上飞,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,JNN_019,JNN,有一只鹰在天上飞,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,JNN_019,JNN,有一只鹰在天上飞,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,JNN_019,JNN,有一只鹰在天上飞,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,JNN_019,JNN,有一只鹰在天上飞,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,JNN_019,JNN,病人需要及时治疗,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,JNN_019,JNN,病人需要及时治疗,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,JNN_019,JNN,病人需要及时治疗,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,JNN_019,JNN,病人需要及时治疗,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,JNN_019,JNN,病人需要及时治疗,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,JNN_019,JNN,病人需要及时治疗,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,JNN_019,JNN,这本书印制精良,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,JNN_019,JNN,这本书印制精良,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,JNN_019,JNN,这本书印制精良,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,JNN_019,JNN,这本书印制精良,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,JNN_019,JNN,这本书印制精良,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,JNN_019,JNN,这本书印制精良,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,JNN_019,JNN,锅里的包子熟了,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,JNN_019,JNN,锅里的包子熟了,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,JNN_019,JNN,锅里的包子熟了,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,JNN_019,JNN,锅里的包子熟了,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,JNN_019,JNN,锅里的包子熟了,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,JNN_019,JNN,锅里的包子熟了,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,JNN_019,JNN,阴天出门要带雨伞,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,JNN_019,JNN,阴天出门要带雨伞,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,JNN_019,JNN,阴天出门要带雨伞,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,JNN_019,JNN,阴天出门要带雨伞,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,JNN_019,JNN,阴天出门要带雨伞,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,JNN_019,JNN,阴天出门要带雨伞,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,JNN_019,JNN,面条在锅里煮着,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,JNN_019,JNN,面条在锅里煮着,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,JNN_019,JNN,面条在锅里煮着,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,JNN_019,JNN,面条在锅里煮着,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,JNN_019,JNN,面条在锅里煮着,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,JNN_019,JNN,面条在锅里煮着,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_001,TYN,儿童需要悉心抚养,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_001,TYN,儿童需要悉心抚养,Ability,DIAxCMN,0.0,0.0,2.0
qwen2.5,TYN_001,TYN,儿童需要悉心抚养,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_001,TYN,儿童需要悉心抚养,Trust,DIAxCMN,0.0,0.0,2.0
qwen2.5,TYN_001,TYN,儿童需要悉心抚养,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_001,TYN,儿童需要悉心抚养,Warmth,DIAxCMN,0.0,0.0,2.0
qwen2.5,TYN_001,TYN,农民在山坡上种了树,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_001,TYN,农民在山坡上种了树,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_001,TYN,农民在山坡上种了树,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_001,TYN,农民在山坡上种了树,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_001,TYN,农民在山坡上种了树,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_001,TYN,农民在山坡上种了树,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_001,TYN,动物会随季节变化换毛,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_001,TYN,动物会随季节变化换毛,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_001,TYN,动物会随季节变化换毛,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_001,TYN,动物会随季节变化换毛,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_001,TYN,动物会随季节变化换毛,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_001,TYN,动物会随季节变化换毛,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_001,TYN,有一只鹰在天上飞,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_001,TYN,有一只鹰在天上飞,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_001,TYN,有一只鹰在天上飞,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_001,TYN,有一只鹰在天上飞,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_001,TYN,有一只鹰在天上飞,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_001,TYN,有一只鹰在天上飞,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_001,TYN,病人需要及时治疗,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_001,TYN,病人需要及时治疗,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_001,TYN,病人需要及时治疗,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_001,TYN,病人需要及时治疗,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_001,TYN,病人需要及时治疗,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_001,TYN,病人需要及时治疗,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_001,TYN,这本书印制精良,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_001,TYN,这本书印制精良,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_001,TYN,这本书印制精良,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_001,TYN,这本书印制精良,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_001,TYN,这本书印制精良,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_001,TYN,这本书印制精良,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_001,TYN,锅里的包子熟了,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_001,TYN,锅里的包子熟了,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_001,TYN,锅里的包子熟了,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_001,TYN,锅里的包子熟了,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_001,TYN,锅里的包子熟了,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_001,TYN,锅里的包子熟了,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_001,TYN,阴天出门要带雨伞,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_001,TYN,阴天出门要带雨伞,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_001,TYN,阴天出门要带雨伞,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_001,TYN,阴天出门要带雨伞,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_001,TYN,阴天出门要带雨伞,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_001,TYN,阴天出门要带雨伞,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_001,TYN,面条在锅里煮着,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_001,TYN,面条在锅里煮着,Ability,DIAxCMN,0.0,0.0,2.0
qwen2.5,TYN_001,TYN,面条在锅里煮着,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_001,TYN,面条在锅里煮着,Trust,DIAxCMN,0.0,0.0,2.0
qwen2.5,TYN_001,TYN,面条在锅里煮着,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_001,TYN,面条在锅里煮着,Warmth,DIAxCMN,0.0,0.0,2.0
qwen2.5,TYN_036,TYN,儿童需要悉心抚养,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_036,TYN,儿童需要悉心抚养,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_036,TYN,儿童需要悉心抚养,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_036,TYN,儿童需要悉心抚养,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_036,TYN,儿童需要悉心抚养,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_036,TYN,儿童需要悉心抚养,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_036,TYN,农民在山坡上种了树,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_036,TYN,农民在山坡上种了树,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_036,TYN,农民在山坡上种了树,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_036,TYN,农民在山坡上种了树,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_036,TYN,农民在山坡上种了树,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_036,TYN,农民在山坡上种了树,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_036,TYN,动物会随季节变化换毛,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_036,TYN,动物会随季节变化换毛,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_036,TYN,动物会随季节变化换毛,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_036,TYN,动物会随季节变化换毛,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_036,TYN,动物会随季节变化换毛,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_036,TYN,动物会随季节变化换毛,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_036,TYN,有一只鹰在天上飞,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_036,TYN,有一只鹰在天上飞,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_036,TYN,有一只鹰在天上飞,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_036,TYN,有一只鹰在天上飞,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_036,TYN,有一只鹰在天上飞,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_036,TYN,有一只鹰在天上飞,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_036,TYN,病人需要及时治疗,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_036,TYN,病人需要及时治疗,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_036,TYN,病人需要及时治疗,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_036,TYN,病人需要及时治疗,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_036,TYN,病人需要及时治疗,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_036,TYN,病人需要及时治疗,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_036,TYN,这本书印制精良,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_036,TYN,这本书印制精良,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_036,TYN,这本书印制精良,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_036,TYN,这本书印制精良,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_036,TYN,这本书印制精良,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_036,TYN,这本书印制精良,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_036,TYN,锅里的包子熟了,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_036,TYN,锅里的包子熟了,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_036,TYN,锅里的包子熟了,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_036,TYN,锅里的包子熟了,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_036,TYN,锅里的包子熟了,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_036,TYN,锅里的包子熟了,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_036,TYN,阴天出门要带雨伞,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_036,TYN,阴天出门要带雨伞,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_036,TYN,阴天出门要带雨伞,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_036,TYN,阴天出门要带雨伞,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_036,TYN,阴天出门要带雨伞,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_036,TYN,阴天出门要带雨伞,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_036,TYN,面条在锅里煮着,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_036,TYN,面条在锅里煮着,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_036,TYN,面条在锅里煮着,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_036,TYN,面条在锅里煮着,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,TYN_036,TYN,面条在锅里煮着,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,TYN_036,TYN,面条在锅里煮着,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_003,WHN,儿童需要悉心抚养,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_003,WHN,儿童需要悉心抚养,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_003,WHN,儿童需要悉心抚养,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_003,WHN,儿童需要悉心抚养,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_003,WHN,儿童需要悉心抚养,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_003,WHN,儿童需要悉心抚养,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_003,WHN,农民在山坡上种了树,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_003,WHN,农民在山坡上种了树,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_003,WHN,农民在山坡上种了树,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_003,WHN,农民在山坡上种了树,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_003,WHN,农民在山坡上种了树,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_003,WHN,农民在山坡上种了树,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_003,WHN,动物会随季节变化换毛,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_003,WHN,动物会随季节变化换毛,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_003,WHN,动物会随季节变化换毛,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_003,WHN,动物会随季节变化换毛,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_003,WHN,动物会随季节变化换毛,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_003,WHN,动物会随季节变化换毛,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_003,WHN,有一只鹰在天上飞,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_003,WHN,有一只鹰在天上飞,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_003,WHN,有一只鹰在天上飞,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_003,WHN,有一只鹰在天上飞,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_003,WHN,有一只鹰在天上飞,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_003,WHN,有一只鹰在天上飞,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_003,WHN,病人需要及时治疗,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_003,WHN,病人需要及时治疗,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_003,WHN,病人需要及时治疗,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_003,WHN,病人需要及时治疗,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_003,WHN,病人需要及时治疗,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_003,WHN,病人需要及时治疗,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_003,WHN,这本书印制精良,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_003,WHN,这本书印制精良,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_003,WHN,这本书印制精良,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_003,WHN,这本书印制精良,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_003,WHN,这本书印制精良,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_003,WHN,这本书印制精良,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_003,WHN,锅里的包子熟了,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_003,WHN,锅里的包子熟了,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_003,WHN,锅里的包子熟了,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_003,WHN,锅里的包子熟了,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_003,WHN,锅里的包子熟了,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_003,WHN,锅里的包子熟了,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_003,WHN,阴天出门要带雨伞,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_003,WHN,阴天出门要带雨伞,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_003,WHN,阴天出门要带雨伞,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_003,WHN,阴天出门要带雨伞,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_003,WHN,阴天出门要带雨伞,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_003,WHN,阴天出门要带雨伞,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_003,WHN,面条在锅里煮着,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_003,WHN,面条在锅里煮着,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_003,WHN,面条在锅里煮着,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_003,WHN,面条在锅里煮着,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_003,WHN,面条在锅里煮着,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_003,WHN,面条在锅里煮着,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_010,WHN,儿童需要悉心抚养,Ability,CMNxDIA,1.0,0.0,2.0
qwen2.5,WHN_010,WHN,儿童需要悉心抚养,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_010,WHN,儿童需要悉心抚养,Trust,CMNxDIA,1.0,0.0,2.0
qwen2.5,WHN_010,WHN,儿童需要悉心抚养,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_010,WHN,儿童需要悉心抚养,Warmth,CMNxDIA,1.0,0.0,2.0
qwen2.5,WHN_010,WHN,儿童需要悉心抚养,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_010,WHN,农民在山坡上种了树,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_010,WHN,农民在山坡上种了树,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_010,WHN,农民在山坡上种了树,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_010,WHN,农民在山坡上种了树,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_010,WHN,农民在山坡上种了树,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_010,WHN,农民在山坡上种了树,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_010,WHN,动物会随季节变化换毛,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_010,WHN,动物会随季节变化换毛,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_010,WHN,动物会随季节变化换毛,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_010,WHN,动物会随季节变化换毛,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_010,WHN,动物会随季节变化换毛,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_010,WHN,动物会随季节变化换毛,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_010,WHN,有一只鹰在天上飞,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_010,WHN,有一只鹰在天上飞,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_010,WHN,有一只鹰在天上飞,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_010,WHN,有一只鹰在天上飞,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_010,WHN,有一只鹰在天上飞,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_010,WHN,有一只鹰在天上飞,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_010,WHN,病人需要及时治疗,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_010,WHN,病人需要及时治疗,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_010,WHN,病人需要及时治疗,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_010,WHN,病人需要及时治疗,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_010,WHN,病人需要及时治疗,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_010,WHN,病人需要及时治疗,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_010,WHN,这本书印制精良,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_010,WHN,这本书印制精良,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_010,WHN,这本书印制精良,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_010,WHN,这本书印制精良,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_010,WHN,这本书印制精良,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_010,WHN,这本书印制精良,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_010,WHN,锅里的包子熟了,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_010,WHN,锅里的包子熟了,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_010,WHN,锅里的包子熟了,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_010,WHN,锅里的包子熟了,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_010,WHN,锅里的包子熟了,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_010,WHN,锅里的包子熟了,Warmth,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_010,WHN,阴天出门要带雨伞,Ability,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_010,WHN,阴天出门要带雨伞,Ability,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_010,WHN,阴天出门要带雨伞,Trust,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_010,WHN,阴天出门要带雨伞,Trust,DIAxCMN,0.0,0.0,3.0
qwen2.5,WHN_010,WHN,阴天出门要带雨伞,Warmth,CMNxDIA,1.0,0.0,3.0
qwen2.5,WHN_010,WHN,阴天出门要带雨伞,Warmth,DIAxCMN,0.0,0.0,3.0
